Frame,Sekunde,Aktion,WRIST_Y,SHOULDER_Y,ANKLE_Y,Sichtbarkeit,Fehler
464,18.56,Angriff,0.6234983205795288,0.6486433148384094,0.7947028279304504,0.87,False
465,18.6,neutral,0.653505802154541,0.647750973701477,0.7938834428787231,0.88,False
466,18.64,Angriff,0.6397364139556885,0.6400255560874939,0.7938926815986633,0.88,False
467,18.68,neutral,0.6409438252449036,0.6405797600746155,0.7914317846298218,0.89,False
468,18.72,neutral,0.6892457008361816,0.6431572437286377,0.8014681935310364,0.89,False
469,18.76,neutral,0.6930788159370422,0.6431639790534973,0.8060088753700256,0.9,False
470,18.8,neutral,0.6581768989562988,0.6545053124427795,0.8089653849601746,0.91,False
471,18.84,neutral,0.6602455973625183,0.6475650668144226,0.8082489967346191,0.91,False
472,18.88,neutral,0.6569061875343323,0.6477509140968323,0.8052745461463928,0.9,False
473,18.92,neutral,0.6552495956420898,0.6457988619804382,0.8054694533348083,0.89,False
500,20.0,Angriff,0.38479676842689514,0.43626612424850464,0.7016319036483765,0.89,False
519,20.76,Angriff,0.3777405917644501,0.4557180404663086,0.6611650586128235,0.89,False
520,20.8,Angriff,0.41119086742401123,0.4670098125934601,0.7142269611358643,0.84,False
521,20.84,Angriff,0.45746320486068726,0.46723926067352295,0.7119861245155334,0.81,False
522,20.88,neutral,0.5458242297172546,0.4805286228656769,0.7219355702400208,0.76,False
527,21.08,neutral,0.5521774888038635,0.5515283942222595,0.7155169248580933,0.75,False
528,21.12,neutral,0.5555256605148315,0.5330354571342468,0.6728581190109253,0.72,False
529,21.16,neutral,0.5721917152404785,0.5347383618354797,0.689579963684082,0.67,False
530,21.2,neutral,0.5898597240447998,0.5378794074058533,0.6935830116271973,0.63,False
531,21.24,neutral,0.5957492589950562,0.5401754379272461,0.7048493027687073,0.58,False
532,21.28,neutral,0.5931622982025146,0.5419735908508301,0.7061946988105774,0.53,False
533,21.32,neutral,0.6025471687316895,0.5469355583190918,0.7117228507995605,0.49,True
534,21.36,neutral,0.5941203236579895,0.5469038486480713,0.7138088345527649,0.45,True
535,21.4,neutral,0.6155469417572021,0.5468441843986511,0.7171570062637329,0.43,True
536,21.44,neutral,0.6082708835601807,0.5475896596908569,0.7237579822540283,0.41,True
537,21.48,neutral,0.6210190057754517,0.5600619316101074,0.7326561212539673,0.38,True
538,21.52,neutral,0.639218807220459,0.574482798576355,0.743389904499054,0.38,True
539,21.56,neutral,0.6500635147094727,0.5810651183128357,0.7475992441177368,0.36,True
540,21.6,neutral,0.6468068957328796,0.5853903889656067,0.751381516456604,0.34,True
541,21.64,neutral,0.6523870825767517,0.587826669216156,0.7378025650978088,0.34,True
542,21.68,neutral,0.6523780226707458,0.5846006870269775,0.7421560287475586,0.39,True
543,21.72,neutral,0.6502557396888733,0.5851902365684509,0.7402575016021729,0.44,True
544,21.76,neutral,0.6499320268630981,0.593498706817627,0.7512041330337524,0.47,True
545,21.8,neutral,0.6557836532592773,0.6000354290008545,0.7575624585151672,0.47,True
546,21.84,neutral,0.6689069271087646,0.6044544577598572,0.7567758560180664,0.5,True
547,21.88,neutral,0.6572232842445374,0.6055967807769775,0.7317428588867188,0.48,True
548,21.92,neutral,0.6592670679092407,0.6036470532417297,0.7438328266143799,0.45,True
549,21.96,neutral,0.6597926020622253,0.5997551679611206,0.739194393157959,0.42,True
550,22.0,neutral,0.646612286567688,0.5971372127532959,0.7481808662414551,0.39,True
551,22.04,neutral,0.6674779653549194,0.5993583798408508,0.7747860550880432,0.38,True
552,22.08,neutral,0.6560884118080139,0.5916586518287659,0.7852017879486084,0.34,True
555,22.2,neutral,0.3634173274040222,0.3637351095676422,0.5867535471916199,0.41,True
556,22.24,neutral,0.3202107846736908,0.37337246537208557,0.588843822479248,0.47,True
557,22.28,neutral,0.35335174202919006,0.3721873462200165,0.5952354669570923,0.51,False
558,22.32,neutral,0.3836648166179657,0.3809250593185425,0.6104469299316406,0.54,False
559,22.36,neutral,0.39349448680877686,0.3782132863998413,0.6069096326828003,0.58,False
560,22.4,neutral,0.3903404474258423,0.3766048848628998,0.6048752069473267,0.61,False
561,22.44,neutral,0.36764436960220337,0.3806362450122833,0.6161239743232727,0.65,False
562,22.48,neutral,0.36501026153564453,0.3806125521659851,0.6221117377281189,0.67,False
564,22.56,Angriff,0.3573533892631531,0.37222620844841003,0.637482225894928,0.7,False
565,22.6,neutral,0.4406431019306183,0.38989850878715515,0.6132105588912964,0.71,False
568,22.72,neutral,0.507929265499115,0.3956315517425537,0.620930016040802,0.73,False
582,23.28,neutral,0.7821936011314392,0.693820595741272,0.9016009569168091,0.73,False
583,23.32,neutral,0.7858720421791077,0.6939132213592529,0.9013391137123108,0.73,False
584,23.36,neutral,0.7863798141479492,0.6940924525260925,0.9010270237922668,0.73,False
585,23.4,neutral,0.7840766310691833,0.6939880847930908,0.8965747356414795,0.69,False
586,23.44,neutral,0.7862389087677002,0.6946337223052979,0.8937743306159973,0.68,False
587,23.48,neutral,0.7682924270629883,0.6946102976799011,0.8889014720916748,0.63,False
588,23.52,neutral,0.7729936838150024,0.694510817527771,0.8859836459159851,0.61,False
589,23.56,neutral,0.7727932333946228,0.6944842338562012,0.8836963176727295,0.58,False
590,23.6,neutral,0.7797068357467651,0.6951209902763367,0.8759879469871521,0.59,False
591,23.64,neutral,0.7846419811248779,0.696671187877655,0.8755765557289124,0.61,False
592,23.68,neutral,0.7847771644592285,0.6971070766448975,0.8725457787513733,0.63,False
593,23.72,neutral,0.7855419516563416,0.6972123384475708,0.8706784844398499,0.65,False
594,23.76,neutral,0.7874735593795776,0.6973075270652771,0.8727036714553833,0.67,False
595,23.8,neutral,0.7871133089065552,0.6972911357879639,0.8696248531341553,0.69,False
596,23.84,neutral,0.785808801651001,0.6964988112449646,0.8699268698692322,0.7,False
597,23.88,neutral,0.7853379845619202,0.6954615712165833,0.8696749210357666,0.72,False
598,23.92,neutral,0.7813084721565247,0.6922594308853149,0.8703796863555908,0.74,False
599,23.96,neutral,0.7771928906440735,0.690377950668335,0.8705377578735352,0.76,False
600,24.0,neutral,0.7758382558822632,0.6888112425804138,0.8709538578987122,0.78,False
601,24.04,neutral,0.6951172351837158,0.6837450265884399,0.8706851601600647,0.72,False
602,24.08,neutral,0.7351430058479309,0.6824036240577698,0.8688544631004333,0.68,False
603,24.12,neutral,0.7607437968254089,0.6819646954536438,0.865738034248352,0.7,False
604,24.16,neutral,0.7628682255744934,0.6816967129707336,0.8668504357337952,0.71,False
605,24.2,neutral,0.766608715057373,0.6819193363189697,0.8649662137031555,0.73,False
606,24.24,neutral,0.7175601720809937,0.6792261600494385,0.8524887561798096,0.72,False
607,24.28,neutral,0.7455040216445923,0.6791242957115173,0.8454712629318237,0.73,False
608,24.32,neutral,0.7090363502502441,0.6772215366363525,0.8283569812774658,0.67,False
609,24.36,neutral,0.7363131642341614,0.6757021546363831,0.8368490934371948,0.68,False
610,24.4,neutral,0.746464192867279,0.6761223077774048,0.8390669226646423,0.7,False
611,24.44,neutral,0.7489254474639893,0.6750249266624451,0.836201012134552,0.72,False
612,24.48,neutral,0.7480462789535522,0.6734278202056885,0.8341487050056458,0.72,False
613,24.52,neutral,0.7445775866508484,0.6721638441085815,0.8315296769142151,0.7,False
614,24.56,neutral,0.7249419689178467,0.671363115310669,0.8425099849700928,0.69,False
615,24.6,neutral,0.6709033846855164,0.6682106852531433,0.8410504460334778,0.69,False
616,24.64,neutral,0.7090561389923096,0.6694801449775696,0.8342525959014893,0.68,False
617,24.68,neutral,0.7408877015113831,0.6703069806098938,0.8297370672225952,0.69,False
618,24.72,neutral,0.7481296062469482,0.6690941452980042,0.8293601274490356,0.72,False
619,24.76,neutral,0.7462686896324158,0.6652451753616333,0.8289823532104492,0.74,False
620,24.8,neutral,0.7448852062225342,0.6620736718177795,0.8276538848876953,0.76,False
621,24.84,neutral,0.7432445287704468,0.6588661670684814,0.8254539370536804,0.77,False
622,24.88,neutral,0.7427169680595398,0.6563448905944824,0.8252391219139099,0.79,False
623,24.92,neutral,0.7386839389801025,0.6564827561378479,0.8180959820747375,0.8,False
624,24.96,neutral,0.7351881861686707,0.6558781266212463,0.8120307922363281,0.81,False
625,25.0,neutral,0.7343942523002625,0.6573227047920227,0.8137974143028259,0.82,False
626,25.04,neutral,0.734236478805542,0.6582443118095398,0.8150796890258789,0.81,False
627,25.08,neutral,0.737559974193573,0.6592985391616821,0.8154618740081787,0.83,False
628,25.12,neutral,0.7387120127677917,0.6610242128372192,0.8143728375434875,0.83,False
629,25.16,neutral,0.7420777678489685,0.6619129776954651,0.8153320550918579,0.85,False
630,25.2,neutral,0.7422783374786377,0.6630613207817078,0.8157738447189331,0.85,False
631,25.24,neutral,0.7425842881202698,0.6638890504837036,0.8161775469779968,0.83,False
632,25.28,neutral,0.7393627166748047,0.6644514799118042,0.8157777190208435,0.84,False
633,25.32,neutral,0.739223062992096,0.6616805195808411,0.816091775894165,0.84,False
634,25.36,neutral,0.7367528676986694,0.659524142742157,0.8161715865135193,0.84,False
635,25.4,neutral,0.7347220182418823,0.6560298204421997,0.8163564205169678,0.84,False
636,25.44,neutral,0.7344009876251221,0.6540720462799072,0.8164364099502563,0.83,False
637,25.48,neutral,0.7315045595169067,0.6553738713264465,0.8164780735969543,0.83,False
638,25.52,neutral,0.7304403781890869,0.6508409976959229,0.81607586145401,0.82,False
639,25.56,neutral,0.7270338535308838,0.6473253965377808,0.8136627674102783,0.81,False
640,25.6,neutral,0.7178106904029846,0.6458849310874939,0.807908296585083,0.76,False
641,25.64,neutral,0.7215354442596436,0.6414796710014343,0.8085817694664001,0.77,False
642,25.68,neutral,0.7212281227111816,0.6420214176177979,0.8093733191490173,0.78,False
643,25.72,neutral,0.7203598022460938,0.6370565295219421,0.8097350597381592,0.8,False
644,25.76,neutral,0.7177845239639282,0.6307048797607422,0.808010458946228,0.81,False
645,25.8,neutral,0.7144365906715393,0.6269611120223999,0.8024311661720276,0.83,False
646,25.84,neutral,0.7059072256088257,0.6215770244598389,0.7990825176239014,0.84,False
647,25.88,neutral,0.7019813060760498,0.6140047311782837,0.8009122014045715,0.85,False
648,25.92,neutral,0.6879947185516357,0.6105219125747681,0.7972057461738586,0.86,False
649,25.96,neutral,0.6658432483673096,0.6069136261940002,0.7908473014831543,0.84,False
650,26.0,neutral,0.6558111310005188,0.6039607524871826,0.7901594042778015,0.79,False
651,26.04,neutral,0.6491460204124451,0.6032408475875854,0.7862114310264587,0.75,False
652,26.08,neutral,0.6365774273872375,0.6043617725372314,0.7822677493095398,0.7,False
653,26.12,neutral,0.6367754936218262,0.6050691604614258,0.7962788343429565,0.66,False
654,26.16,neutral,0.633842945098877,0.6044583320617676,0.8017330765724182,0.65,False
655,26.2,neutral,0.6280589699745178,0.6047670245170593,0.7934784293174744,0.59,False
656,26.24,neutral,0.6202478408813477,0.6026675701141357,0.7899071574211121,0.55,False
657,26.28,neutral,0.6271952390670776,0.6011313796043396,0.7724190950393677,0.5,True
658,26.32,neutral,0.6309936046600342,0.5981190204620361,0.7790443897247314,0.46,True
659,26.36,neutral,0.6353635787963867,0.5955405235290527,0.7735558748245239,0.43,True
660,26.4,neutral,0.6356756091117859,0.5908154845237732,0.7605962753295898,0.42,True
661,26.44,neutral,0.6415550708770752,0.5876096487045288,0.7583682537078857,0.44,True
662,26.48,neutral,0.6445277333259583,0.5833314657211304,0.7584476470947266,0.47,True
663,26.52,neutral,0.6450566649436951,0.581244945526123,0.7560227513313293,0.5,False
664,26.56,neutral,0.6443331241607666,0.5797560214996338,0.7544389963150024,0.5,False
665,26.6,neutral,0.651689887046814,0.5800018906593323,0.7546826004981995,0.54,False
666,26.64,neutral,0.6527450680732727,0.5807345509529114,0.7530731558799744,0.55,False
667,26.68,neutral,0.618205189704895,0.5797474384307861,0.7538720369338989,0.51,False
668,26.72,neutral,0.6031194925308228,0.5799534320831299,0.7372137904167175,0.52,False
669,26.76,neutral,0.5720899701118469,0.5899446606636047,0.7366319298744202,0.56,False
670,26.8,neutral,0.5760448575019836,0.5891965627670288,0.73439621925354,0.6,False
671,26.84,neutral,0.5707258582115173,0.5887500643730164,0.7345649003982544,0.64,False
672,26.88,neutral,0.5623027086257935,0.5966113209724426,0.7387750148773193,0.67,False
673,26.92,neutral,0.5631527900695801,0.5832977890968323,0.7412436008453369,0.7,False
675,27.0,Angriff,0.38277575373649597,0.43459489941596985,0.6967218518257141,0.72,False
676,27.04,Angriff,0.41866782307624817,0.44928687810897827,0.7031629085540771,0.74,False
677,27.08,Angriff,0.419641375541687,0.45416608452796936,0.7083218097686768,0.72,False
679,27.16,Angriff,0.3884209394454956,0.4636589288711548,0.7118321061134338,0.72,False
680,27.2,Angriff,0.4177887737751007,0.49444839358329773,0.7180140018463135,0.71,False
681,27.24,neutral,0.5794543623924255,0.5119860172271729,0.7234313488006592,0.68,False
682,27.28,neutral,0.6234662532806396,0.546978771686554,0.7365368008613586,0.68,False
683,27.32,neutral,0.6189036965370178,0.5502345561981201,0.7399283051490784,0.69,False
684,27.36,neutral,0.625630259513855,0.5548157691955566,0.7543337345123291,0.69,False
685,27.4,neutral,0.6312924027442932,0.5642073154449463,0.7484991550445557,0.68,False
686,27.44,neutral,0.6438266634941101,0.5689732432365417,0.7574617266654968,0.66,False
687,27.48,neutral,0.6244741678237915,0.5756604671478271,0.7664852142333984,0.63,False
688,27.52,neutral,0.6345294117927551,0.5820465087890625,0.769594132900238,0.61,False
689,27.56,neutral,0.6307008266448975,0.5795904994010925,0.7778698205947876,0.57,False
690,27.6,neutral,0.6375826597213745,0.5850412845611572,0.7869017124176025,0.54,False
691,27.64,neutral,0.6327987313270569,0.5905879139900208,0.7946170568466187,0.5,True
692,27.68,neutral,0.637037456035614,0.5945195555686951,0.7961649894714355,0.47,True
693,27.72,neutral,0.6466517448425293,0.5968821048736572,0.7967677116394043,0.45,True
694,27.76,neutral,0.653102695941925,0.5983197689056396,0.7972095608711243,0.46,True
695,27.8,neutral,0.6594582796096802,0.599774956703186,0.8023011684417725,0.49,True
696,27.84,neutral,0.6621595621109009,0.6040511131286621,0.8118250370025635,0.5,True
697,27.88,neutral,0.669947624206543,0.6092133522033691,0.8225060701370239,0.51,False
698,27.92,neutral,0.6755877137184143,0.6160111427307129,0.8314797878265381,0.52,False
699,27.96,neutral,0.6864801645278931,0.6278887987136841,0.8348372578620911,0.49,True
700,28.0,neutral,0.6883692741394043,0.6328399181365967,0.8288881778717041,0.48,True
701,28.04,neutral,0.691791832447052,0.6332749128341675,0.8316671848297119,0.49,True
702,28.08,neutral,0.6992969512939453,0.6317148208618164,0.8399205207824707,0.46,True
703,28.12,neutral,0.6977806091308594,0.6297301054000854,0.8451278209686279,0.43,True
704,28.16,neutral,0.6996392607688904,0.6295617818832397,0.8490884900093079,0.43,True
705,28.2,neutral,0.7135347127914429,0.635843813419342,0.85419762134552,0.47,True
706,28.24,neutral,0.7179133892059326,0.6427480578422546,0.8617098331451416,0.51,False
707,28.28,neutral,0.7251749634742737,0.6497781276702881,0.8692126274108887,0.52,False
708,28.32,neutral,0.7307178974151611,0.6555306315422058,0.8717746138572693,0.56,False
709,28.36,neutral,0.7346919775009155,0.6585992574691772,0.8609605431556702,0.59,False
710,28.4,neutral,0.7387294769287109,0.6639111042022705,0.8697307705879211,0.63,False
711,28.44,neutral,0.7426019310951233,0.6733147501945496,0.8632189035415649,0.66,False
712,28.48,neutral,0.7464245557785034,0.6829371452331543,0.8942944407463074,0.68,False
713,28.52,neutral,0.7541849613189697,0.6857497096061707,0.8947888612747192,0.7,False
714,28.56,neutral,0.7576026916503906,0.687368631362915,0.8865494132041931,0.73,False
715,28.6,neutral,0.7583811283111572,0.6882491707801819,0.8877902626991272,0.75,False
716,28.64,neutral,0.7602532505989075,0.6899483799934387,0.9011743068695068,0.75,False
717,28.68,neutral,0.7652261257171631,0.6936259865760803,0.91218101978302,0.72,False
718,28.72,neutral,0.7719295024871826,0.7005615830421448,0.9097614288330078,0.69,False
719,28.76,neutral,0.7718204855918884,0.7016990780830383,0.9130035042762756,0.66,False
720,28.8,neutral,0.7719253897666931,0.7013146877288818,0.9135161638259888,0.63,False
721,28.84,neutral,0.7667366862297058,0.6985634565353394,0.9148845672607422,0.62,False
722,28.88,neutral,0.7651703953742981,0.696359395980835,0.9091911315917969,0.6,False
723,28.92,neutral,0.7645785808563232,0.6949540376663208,0.9070104956626892,0.6,False
724,28.96,neutral,0.7611895799636841,0.6917966604232788,0.8977900743484497,0.59,False
725,29.0,neutral,0.7565369009971619,0.6870944499969482,0.8894586563110352,0.59,False
726,29.04,neutral,0.7553514242172241,0.6872713565826416,0.8841389417648315,0.56,False
727,29.08,neutral,0.755595326423645,0.6881898045539856,0.8851606845855713,0.54,False
728,29.12,neutral,0.7568064332008362,0.6939237117767334,0.8858940601348877,0.52,False
729,29.16,neutral,0.7611291408538818,0.7003945112228394,0.8874527215957642,0.5,True
730,29.2,neutral,0.7591160535812378,0.7084629535675049,0.8871021866798401,0.45,True
731,29.24,neutral,0.7662234902381897,0.7128764390945435,0.8877143263816833,0.41,True
732,29.28,neutral,0.7720154523849487,0.7174766063690186,0.8878427743911743,0.38,True
733,29.32,neutral,0.771073043346405,0.7162771821022034,0.887236475944519,0.35,True
734,29.36,neutral,0.7694677710533142,0.7142552733421326,0.8866928219795227,0.32,True
735,29.4,neutral,0.769809901714325,0.7128138542175293,0.8867504000663757,0.29,True
736,29.44,neutral,0.7691833972930908,0.7049810290336609,0.8869086503982544,0.27,True
737,29.48,neutral,0.7528658509254456,0.695780873298645,0.887492835521698,0.25,True
738,29.52,neutral,0.7503377795219421,0.6855582594871521,0.8845978379249573,0.25,True
739,29.56,neutral,0.7306566834449768,0.679446280002594,0.8836796283721924,0.23,True
740,29.6,neutral,0.731962263584137,0.6736665368080139,0.8808863759040833,0.22,True
741,29.64,neutral,0.7278060913085938,0.6674292087554932,0.8800081014633179,0.21,True
742,29.68,neutral,0.726230263710022,0.6624386310577393,0.879667341709137,0.2,True
743,29.72,neutral,0.7243039608001709,0.659227728843689,0.8805629014968872,0.19,True
744,29.76,neutral,0.719817042350769,0.6537523865699768,0.8757135272026062,0.19,True
745,29.8,neutral,0.7238755822181702,0.6528695225715637,0.8673756122589111,0.19,True
746,29.84,neutral,0.7180473804473877,0.6535284519195557,0.8637105822563171,0.19,True
747,29.88,neutral,0.7209045886993408,0.6522908210754395,0.8612009882926941,0.19,True
748,29.92,neutral,0.7237684726715088,0.6525194644927979,0.8600587248802185,0.22,True
749,29.96,neutral,0.7222557067871094,0.6526910662651062,0.8610741496086121,0.22,True
750,30.0,neutral,0.723125696182251,0.6539208889007568,0.862860381603241,0.24,True
751,30.04,neutral,0.7235286831855774,0.653640627861023,0.8631364107131958,0.25,True
752,30.08,neutral,0.7240447998046875,0.6536259651184082,0.8635740876197815,0.29,True
753,30.12,neutral,0.7254205346107483,0.6529598236083984,0.8638873100280762,0.31,True
754,30.16,neutral,0.727088451385498,0.6522144675254822,0.8640041947364807,0.34,True
755,30.2,neutral,0.7292903661727905,0.6519536375999451,0.863857090473175,0.37,True
756,30.24,neutral,0.7291805148124695,0.6512050032615662,0.8635135889053345,0.42,True
757,30.28,neutral,0.7275558710098267,0.650370180606842,0.8632069826126099,0.47,True
758,30.32,neutral,0.720702052116394,0.64834064245224,0.8639050126075745,0.5,False
759,30.36,neutral,0.7194851040840149,0.647505521774292,0.8654108047485352,0.53,False
760,30.4,neutral,0.7156660556793213,0.6467194557189941,0.8584507703781128,0.56,False
761,30.44,neutral,0.7162192463874817,0.6446211338043213,0.8595888614654541,0.58,False
762,30.48,neutral,0.716688334941864,0.6434177756309509,0.8603141903877258,0.61,False
763,30.52,neutral,0.7171813249588013,0.641974925994873,0.8607263565063477,0.64,False
764,30.56,neutral,0.717583417892456,0.6417113542556763,0.8602110147476196,0.67,False
765,30.6,neutral,0.7172768115997314,0.6373976469039917,0.8559575080871582,0.7,False
766,30.64,neutral,0.7173529863357544,0.6362025737762451,0.8433888554573059,0.72,False
767,30.68,neutral,0.7163983583450317,0.6339146494865417,0.8456903696060181,0.74,False
768,30.72,neutral,0.7132771015167236,0.632099449634552,0.8401130437850952,0.74,False
769,30.76,neutral,0.7111274003982544,0.6288754940032959,0.8359423279762268,0.72,False
770,30.8,neutral,0.7066692113876343,0.6272148489952087,0.8304626941680908,0.69,False
771,30.84,neutral,0.7001392245292664,0.6254031658172607,0.8323473930358887,0.64,False
772,30.88,neutral,0.7040517330169678,0.6256309747695923,0.8311307430267334,0.65,False
773,30.92,neutral,0.7057003974914551,0.6254453659057617,0.8325788974761963,0.64,False
774,30.96,neutral,0.7065860033035278,0.6258407831192017,0.8317005634307861,0.64,False
775,31.0,neutral,0.7066627144813538,0.626368522644043,0.830586850643158,0.64,False
776,31.04,neutral,0.7070164680480957,0.6292531490325928,0.8298488855361938,0.64,False
777,31.08,neutral,0.7077886462211609,0.6342683434486389,0.829359769821167,0.6,False
778,31.12,neutral,0.7075268626213074,0.635964572429657,0.8287355303764343,0.57,False
779,31.16,neutral,0.7075541019439697,0.6360228061676025,0.8256651759147644,0.57,False
780,31.2,neutral,0.7076584100723267,0.6359231472015381,0.8249890208244324,0.57,False
781,31.24,neutral,0.7045233249664307,0.6344465613365173,0.8235359787940979,0.57,False
782,31.28,neutral,0.700366199016571,0.6325114965438843,0.8237133622169495,0.58,False
783,31.32,neutral,0.700070321559906,0.6313250660896301,0.8233479857444763,0.59,False
784,31.36,neutral,0.697043776512146,0.6307651996612549,0.8239679336547852,0.59,False
785,31.4,neutral,0.695568323135376,0.6309078335762024,0.8256979584693909,0.6,False
786,31.44,neutral,0.6969623565673828,0.6308252215385437,0.825830340385437,0.61,False
787,31.48,neutral,0.6978997588157654,0.6312195658683777,0.8252861499786377,0.63,False
788,31.52,neutral,0.6981931924819946,0.6313775777816772,0.8249847888946533,0.64,False
789,31.56,neutral,0.6971046328544617,0.632621705532074,0.8251053094863892,0.61,False
790,31.6,neutral,0.6960767507553101,0.632615327835083,0.8240030407905579,0.61,False
791,31.64,neutral,0.6930058002471924,0.6318360567092896,0.822529673576355,0.6,False
792,31.68,neutral,0.69332355260849,0.6296913027763367,0.8227872252464294,0.62,False
793,31.72,neutral,0.6921576261520386,0.6298602819442749,0.8225891590118408,0.61,False
794,31.76,neutral,0.6941983699798584,0.6299700140953064,0.8200425505638123,0.59,False
795,31.8,neutral,0.6936473846435547,0.6295337080955505,0.8164224624633789,0.55,False
796,31.84,neutral,0.6959431171417236,0.6298954486846924,0.8163318634033203,0.54,False
797,31.88,neutral,0.697349488735199,0.6347249150276184,0.8179783821105957,0.52,False
798,31.92,neutral,0.7023760080337524,0.6396467685699463,0.8235111236572266,0.51,False
799,31.96,neutral,0.7060508728027344,0.6413371562957764,0.8239803910255432,0.48,True
800,32.0,neutral,0.7181881666183472,0.6441205739974976,0.8245199918746948,0.47,True
801,32.04,neutral,0.7246212363243103,0.6458266973495483,0.8232408165931702,0.48,True
802,32.08,neutral,0.7225953936576843,0.6447317600250244,0.8219823837280273,0.49,True
803,32.12,neutral,0.723130464553833,0.6445814967155457,0.8214195966720581,0.51,False
804,32.16,neutral,0.7241048216819763,0.6437062621116638,0.8213130831718445,0.52,False
805,32.2,neutral,0.7232251167297363,0.6435018181800842,0.8212714791297913,0.52,False
806,32.24,neutral,0.710473358631134,0.6416386961936951,0.8244132995605469,0.53,False
807,32.28,neutral,0.7059126496315002,0.6412160396575928,0.829441487789154,0.52,False
808,32.32,neutral,0.6433284878730774,0.6396138072013855,0.8281906247138977,0.48,True
809,32.36,neutral,0.6784541606903076,0.6349250674247742,0.8053644895553589,0.46,True
810,32.4,neutral,0.6811192035675049,0.6264550089836121,0.811517059803009,0.45,True
811,32.44,neutral,0.6629350185394287,0.6243887543678284,0.8073213696479797,0.43,True
812,32.48,neutral,0.6686157584190369,0.6233313083648682,0.8109076023101807,0.4,True
813,32.52,neutral,0.6764247417449951,0.6256989240646362,0.8258708119392395,0.38,True
814,32.56,neutral,0.6792322397232056,0.6270458698272705,0.8376354575157166,0.35,True
815,32.6,neutral,0.679732620716095,0.6334836483001709,0.8415016531944275,0.33,True
816,32.64,neutral,0.6894930005073547,0.6362456679344177,0.8443982005119324,0.32,True
817,32.68,neutral,0.6939250826835632,0.6382160186767578,0.8448154926300049,0.3,True
818,32.72,neutral,0.6957039833068848,0.6392280459403992,0.8481268882751465,0.27,True
819,32.76,neutral,0.701878547668457,0.6423413753509521,0.8469609022140503,0.25,True
820,32.8,neutral,0.7007767558097839,0.645013153553009,0.8454263210296631,0.23,True
821,32.84,neutral,0.6986429691314697,0.6468467712402344,0.8440618515014648,0.21,True
822,32.88,neutral,0.7028876543045044,0.6496760845184326,0.8431845307350159,0.19,True
823,32.92,neutral,0.7048248648643494,0.6518399715423584,0.8428495526313782,0.17,True
824,32.96,neutral,0.7051662802696228,0.6524273753166199,0.8425933122634888,0.16,True
825,33.0,neutral,0.7126975059509277,0.6510510444641113,0.8419849872589111,0.15,True
826,33.04,neutral,0.7119953036308289,0.6505257487297058,0.8418923020362854,0.15,True
827,33.08,neutral,0.7249453067779541,0.6502965092658997,0.8424538373947144,0.15,True
828,33.12,neutral,0.7263157963752747,0.6498777866363525,0.8436684608459473,0.21,True
829,33.16,neutral,0.7231387495994568,0.6497923731803894,0.8436774015426636,0.27,True
830,33.2,neutral,0.7195188403129578,0.6431398391723633,0.8413355946540833,0.33,True
831,33.24,neutral,0.7183849215507507,0.6397414207458496,0.8400094509124756,0.39,True
832,33.28,neutral,0.7174447774887085,0.6366576552391052,0.8361660838127136,0.44,True
833,33.32,neutral,0.7168751955032349,0.6352083086967468,0.8319841027259827,0.49,True
834,33.36,neutral,0.7167174816131592,0.6362107992172241,0.8303316831588745,0.54,False
835,33.4,neutral,0.7195362448692322,0.6362716555595398,0.8263202905654907,0.58,False
836,33.44,neutral,0.7235664129257202,0.6381403803825378,0.8284727334976196,0.62,False
837,33.48,neutral,0.7288726568222046,0.6438955068588257,0.8284096717834473,0.65,False
838,33.52,neutral,0.7300850749015808,0.6485106945037842,0.8287985324859619,0.69,False
839,33.56,neutral,0.7333648204803467,0.6503165364265442,0.8309276103973389,0.72,False
840,33.6,neutral,0.7345898151397705,0.6506114602088928,0.8271176815032959,0.74,False
841,33.64,neutral,0.7341638803482056,0.6488426923751831,0.8264225125312805,0.77,False
842,33.68,neutral,0.732717752456665,0.6457442045211792,0.8269954919815063,0.79,False
843,33.72,neutral,0.7303125858306885,0.6433454155921936,0.8193070292472839,0.81,False
844,33.76,neutral,0.7186300754547119,0.6388278007507324,0.8088449835777283,0.82,False
845,33.8,neutral,0.7027872204780579,0.6358166337013245,0.8116754293441772,0.76,False
846,33.84,neutral,0.6553890705108643,0.6226592063903809,0.8078084588050842,0.69,False
847,33.88,neutral,0.6321231722831726,0.6103410720825195,0.8033953905105591,0.62,False
848,33.92,neutral,0.6145908236503601,0.5998843312263489,0.7900556325912476,0.56,False
849,33.96,neutral,0.6305399537086487,0.5962270498275757,0.7775067090988159,0.51,False
850,34.0,neutral,0.6428950428962708,0.588519811630249,0.7744290232658386,0.47,True
851,34.04,neutral,0.6274463534355164,0.5795865058898926,0.7578796744346619,0.46,True
852,34.08,neutral,0.6399510502815247,0.5768906474113464,0.7528159618377686,0.47,True
853,34.12,neutral,0.6101939678192139,0.5742831826210022,0.7428971529006958,0.48,True
854,34.16,neutral,0.599153459072113,0.5650784969329834,0.7335950136184692,0.47,True
855,34.2,neutral,0.5347386002540588,0.5552587509155273,0.711839497089386,0.48,True
856,34.24,neutral,0.5554485321044922,0.5455978512763977,0.7098008990287781,0.45,True
857,34.28,neutral,0.5578169226646423,0.5425140261650085,0.6745713353157043,0.41,True
